init_magnet,Energy,Density,order,init_stab,length,sample
0.4,-0.951171875,0.05419921875,random,0.4,30,2042552652
0.4,-0.787109375,0.3330078125,off_first,0.5,0,2042552652
0.4,-0.95703125,0.029622395833333325,random,0.5,3,2042552652
0.4,-0.76171875,0.353515625,off_first,0.6,0,2042552652
0.4,-0.8828125,0.11342075892857142,random,0.6,42,2042552652
0.4,-0.724609375,0.2373046875,off_first,0.8,0,2042552652
0.4,-0.888671875,0.0693359375,random,0.8,1,2042552652
0.5,-1.0,1.0,off_first,0.0,0,2042552652
0.5,-1.0,0.0,random,0.0,1,2042552652
0.5,-0.8828125,0.634765625,off_first,0.2,0,2042552652
0.5,-1.0,0.0,random,0.2,1,2042552652
0.5,-0.859375,0.208984375,off_first,0.4,0,2042552652
0.5,-0.974609375,0.01953125,random,0.4,2,2042552652
0.5,-0.89453125,0.1396484375,off_first,0.5,0,2042552652
0.5,-0.984375,0.0078125,random,0.5,1,2042552652
0.5,-0.890625,0.099609375,off_first,0.6,0,2042552652
0.5,-0.974609375,0.013671875,random,0.6,1,2042552652
0.5,-0.833984375,0.130859375,off_first,0.8,0,2042552652
0.5,-0.962890625,0.021484375,random,0.8,1,2042552652
0.6,-1.0,1.0,off_first,0.0,0,2042552652
0.6,-1.0,0.0,random,0.0,1,2042552652
0.6,-0.93359375,0.1376953125,off_first,0.2,0,2042552652
0.6,-1.0,0.0,random,0.2,1,2042552652
0.6,-0.927734375,0.0615234375,off_first,0.4,0,2042552652
0.6,-0.98828125,0.0078125,random,0.4,1,2042552652
0.6,-0.9375,0.0341796875,off_first,0.5,0,2042552652
0.6,-0.9921875,0.00390625,random,0.5,1,2042552652
0.6,-0.98046875,0.01171875,off_first,0.6,0,2042552652
0.6,-1.0,0.0,random,0.6,1,2042552652
0.6,-0.880859375,0.0849609375,off_first,0.8,0,2042552652
0.6,-0.982421875,0.009765625,random,0.8,1,2042552652
0.8,-0.9765625,0.005859375,off_first,0.0,0,2042552652
0.8,-1.0,0.0,random,0.0,1,2042552652
0.8,-0.9609375,0.009765625,off_first,0.2,0,2042552652
0.8,-1.0,0.0,random,0.2,1,2042552652
0.8,-0.984375,0.00390625,off_first,0.4,0,2042552652
0.8,-1.0,0.0,random,0.4,1,2042552652
0.8,-0.984375,0.00390625,off_first,0.5,0,2042552652
0.8,-1.0,0.0,random,0.5,1,2042552652
0.8,-0.990234375,0.005859375,off_first,0.6,0,2042552652
0.8,-1.0,0.0,random,0.6,1,2042552652
0.8,-1.0,0.0,off_first,0.8,0,2042552652
0.8,-1.0,0.0,random,0.8,1,2042552652
0.0,-1.0,1.0,off_first,0.0,0,2042552656
0.0,-1.0,1.0,random,0.0,1,2042552656
0.0,-0.982421875,0.990234375,off_first,0.2,0,2042552656
0.0,-0.884765625,0.4287109375,random,0.2,12002,2042552656
0.0,-0.953125,0.9609375,off_first,0.4,0,2042552656
0.0,-0.759765625,0.3522589877570346,random,0.4,9240,2042552656
0.0,-0.908203125,0.9267578125,off_first,0.5,0,2042552656
0.0,-0.75390625,0.5147693452380953,random,0.5,1680,2042552656
0.0,-0.853515625,0.876953125,off_first,0.6,0,2042552656
0.0,-0.7265625,0.4811197916666667,random,0.6,420,2042552656
0.0,-0.732421875,0.775390625,off_first,0.8,0,2042552656
0.0,-0.646484375,0.4912109375,random,0.8,6,2042552656
0.2,-1.0,1.0,off_first,0.0,0,2042552656
0.2,-1.0,0.0,random,0.0,1,2042552656
0.2,-1.0,1.0,off_first,0.2,0,2042552656
0.2,-0.990234375,0.005859375,random,0.2,1,2042552656
0.2,-0.853515625,0.833984375,off_first,0.4,0,2042552656
0.2,-0.84765625,0.17442103794642858,random,0.4,84,2042552656
0.2,-0.7890625,0.775390625,off_first,0.5,0,2042552656
0.2,-0.88671875,0.111328125,random,0.5,30,2042552656
0.2,-0.72265625,0.6875,off_first,0.6,0,2042552656
0.2,-0.810546875,0.21016148158482145,random,0.6,1680,2042552656
0.2,-0.6953125,0.53515625,off_first,0.8,0,2042552656
0.2,-0.78125,0.2265625,random,0.8,6,2042552656
0.4,-1.0,1.0,off_first,0.0,0,2042552656
0.4,-1.0,0.0,random,0.0,1,2042552656
0.4,-0.927734375,0.873046875,off_first,0.2,0,2042552656
0.4,-1.0,0.0,random,0.2,1,2042552656
